Codigo_Pais_Origen,Codigo_Pais_Destino,1960,1970,1980,1990,2000
NLD,TJK,0,0,0,0,0
NLD,THA,31,65,125,203,642
NLD,TGO,300,430,452,472,486
NLD,TTO,397,324,366,297,165
NLD,TCA,0,0,0,16,18
NLD,ARE,0,16,171,317,544
NLD,GBR,18968,6412,24334,29850,48037
NLD,URY,88,73,52,54,109
NLD,VUT,14,17,12,7,6
NLD,VEN,304,1151,2411,688,604
NLD,VNM,1,0,5,7,47
ANT,ALB,0,0,0,0,0
ANT,AND,0,0,0,0,0
ANT,AGO,14,6,2,2,4
ANT,BHS,21,4,10,8,9
ANT,BLR,0,0,0,0,0
ANT,BEL,0,0,0,0,0
ANT,BLZ,0,0,0,0,15
ANT,BIH,3,3,5,25,20
ANT,BRA,0,0,0,18,0
ANT,TCD,0,0,0,0,0
ANT,DJI,0,0,0,0,0
ANT,DOM,648,523,363,220,66
ANT,ECU,1,3,4,4,15
ANT,ERI,0,0,0,0,0
ANT,EST,0,0,0,0,0
ANT,FLK,0,0,0,0,0
ANT,FIN,17,82,161,16,21
ANT,GUF,0,3,6,14,21
ANT,GEO,0,0,0,0,0
ANT,GHA,2,0,0,0,0
ANT,GLP,292,485,1117,2521,2264
ANT,GUY,2,119,144,38,0
ANT,HKG,0,0,0,0,0
ANT,JAM,59,8,27,0,88
ANT,JOR,0,0,0,0,0
ANT,KOR,0,0,0,0,0
ANT,XKX,0,0,0,0,0
ANT,KGZ,0,0,0,0,0
ANT,LVA,0,0,0,0,0
ANT,LUX,9,12,24,140,8
ANT,MAC,0,0,0,0,0
ANT,MKD,5,5,9,128,149
ANT,MDG,0,0,0,0,0
ANT,MHL,0,0,0,0,0
ANT,MUS,6,7,0,5,14
ANT,MYT,0,0,0,0,0
ANT,MDA,0,0,0,0,0
ANT,MCO,4,3,33,41,48
ANT,MNG,0,0,0,0,0
ANT,NCL,0,0,0,0,0
ANT,PLW,0,0,0,0,0
ANT,PER,11,6,0,0,0
ANT,PHL,0,0,0,0,0
ANT,PRI,20,60,86,38,806
ANT,SPM,0,0,0,0,0
ANT,WSM,0,0,0,0,0
ANT,SMR,0,0,0,0,0
ANT,SAU,0,0,0,0,0
ANT,SEN,0,0,0,0,0
ANT,SCG,27,27,49,24,88
ANT,SGP,0,0,0,0,0
ANT,SYR,0,0,0,0,0
ANT,TUR,0,0,0,0,9
ANT,TKM,0,0,0,0,0
ANT,TUV,0,0,0,0,0
ANT,UKR,0,0,0,0,265
ANT,URY,8,6,5,5,7
ANT,UZB,0,0,0,0,0
ANT,VUT,0,0,0,0,0
ANT,VNM,0,0,0,0,0
ANT,WLF,0,0,0,0,0
NCL,BHR,0,0,0,0,0
NCL,BGD,0,0,0,0,0
NCL,BLZ,0,0,0,0,0
NCL,BEN,0,0,0,0,0
NCL,BGR,0,0,0,0,0
NCL,CAN,7,4,0,58,0
NCL,CPV,0,0,0,0,0
NCL,TCD,0,0,0,0,0
NCL,CHI,0,0,0,0,0
NCL,COK,0,1,3,2,0
NCL,ERI,0,0,0,0,0
NCL,EST,0,0,0,0,0
MHL,NGA,0,0,0,0,0
MHL,MNP,82,110,149,0,131
MHL,WSM,0,2,1,0,0
MHL,SLB,0,0,2,0,0
MHL,SOM,0,0,0,0,0
MHL,SWE,0,0,0,0,0
MHL,TGO,0,0,0,0,0
MHL,TUN,0,0,0,0,0
MHL,TUR,0,0,0,0,0
MHL,TCA,0,0,0,0,0
MHL,ARE,0,0,0,0,0
MHL,GBR,2,0,0,0,0
MHL,ZWE,0,0,0,0,0
MTQ,ASM,0,0,0,0,0
MTQ,AND,0,0,0,0,0
MTQ,ARG,80,40,2,3,0
MTQ,AUT,0,0,0,0,0
MTQ,BRB,40,21,5,6,7
MTQ,BLR,0,0,0,0,0
MTQ,BLZ,0,0,0,0,1
MTQ,BMU,0,0,0,0,0
MTQ,CPV,0,0,0,0,0
MTQ,CYM,0,0,0,2,71
MTQ,COL,41,35,21,7,5
MTQ,COK,0,0,0,0,0
MTQ,CZE,0,0,0,0,0
MTQ,ECU,7,13,19,21,5
MTQ,EGY,0,0,0,0,0
MTQ,GNQ,0,0,0,0,0
MTQ,ETH,0,0,0,0,0
MTQ,FRO,0,0,0,0,0
MTQ,GUF,2490,2818,2450,4257,6890
MTQ,GEO,0,0,0,0,0
MTQ,GHA,2,0,0,0,0
MTQ,GRC,0,0,0,0,3
MTQ,GRD,14,8,2,17,31
MTQ,GUM,0,4,0,0,0
MTQ,GIN,0,0,0,0,0
MTQ,HND,0,0,0,0,0
MTQ,HKG,0,0,0,0,0
MTQ,IND,0,0,0,1,1
MTQ,JAM,103,6,49,0,38
MTQ,JPN,0,0,0,0,0
MTQ,KAZ,0,0,0,0,0
MTQ,XKX,0,0,0,0,0
MTQ,KWT,0,0,0,0,0
MTQ,LVA,0,0,0,0,0
MTQ,LBR,1,0,7,7,7
MTQ,LUX,10,14,26,155,17
MTQ,MAC,0,0,0,0,0
MTQ,MRT,0,0,0,0,0
MTQ,MEX,2,0,0,0,8
MTQ,MCO,5,4,36,45,53
MTQ,MOZ,0,0,0,0,0
MTQ,ANT,36,31,28,39,401
MTQ,NER,0,0,0,0,0
MTQ,PLW,0,0,0,0,0
MTQ,PRT,0,2,4,0,0
MTQ,RUS,0,0,0,0,0
MTQ,SEN,0,0,0,0,0
MTQ,SGP,0,0,0,0,0
MTQ,SVN,0,0,0,0,0
MTQ,SOM,0,0,0,4,5
MTQ,ESP,355,598,1025,0,0
MTQ,SUR,0,0,0,0,0
MTQ,CHE,0,0,0,0,0
MTQ,TJK,0,0,0,0,0
MTQ,UGA,0,0,2,3,0
MTQ,ARE,0,0,0,0,0
MTQ,UZB,0,0,0,0,0
MTQ,VIR,6,86,15,27,54
MTQ,ZWE,0,0,0,0,0
MRT,AFG,0,0,0,0,0
MRT,ALB,0,0,0,0,0
MRT,AUT,22,15,25,2,28
MRT,BLR,0,0,0,0,0
MRT,BIH,0,0,0,0,0
MRT,BRN,0,0,0,0,0
MRT,BGR,1,1,1,1,7
MRT,BFA,68,97,185,1851,468
MRT,BDI,0,0,0,2,1
MRT,CAN,11,60,112,58,151
MRT,CYM,0,0,0,0,0
MRT,CAF,10,6,12,42,13
MRT,TCD,0,0,0,0,0
MRT,CHI,0,0,0,0,0
MRT,COM,0,0,0,0,0
MRT,CYP,0,0,2,2,0
MRT,DOM,0,0,0,0,0
MRT,SLV,0,0,0,0,0
MRT,FRA,246,591,4853,6380,416
MRT,GTM,0,0,0,0,0
MRT,HKG,0,3,0,0,8
MRT,ISL,0,0,0,0,0
MRT,IRN,0,0,0,0,0
MRT,ISR,0,0,0,3,6
MRT,JAM,0,0,0,0,0
MRT,KGZ,0,0,0,0,0
MRT,LVA,0,0,0,0,0
MRT,LBY,0,3,8,12,15
MRT,LIE,0,0,0,0,0
MRT,MKD,0,0,0,9,10
MRT,MWI,0,0,1,1,1
MRT,MLI,20039,19672,19311,18957,6697
MRT,MRT,0,0,0,0,0
MRT,MEX,0,0,0,0,5
MRT,MCO,0,0,2,3,4
MRT,MNG,0,0,0,0,0
MRT,NAM,0,0,0,0,0
MRT,NLD,0,0,0,0,391
MRT,ANT,0,0,0,0,0
MRT,PAK,3,9,8,6,5
MRT,PLW,0,0,0,0,0
MRT,PRY,0,0,0,0,0
MRT,PHL,1,0,6,0,4
MRT,QAT,0,0,2,9,5
MRT,ROU,0,0,0,0,0
MRT,STP,0,0,0,0,0
MRT,SRB,0,0,0,0,0
MRT,SLB,0,0,0,0,0
MRT,CHE,75,21,97,76,126
MRT,TJK,0,0,0,0,0
MRT,TLS,0,0,0,0,0
MRT,TKL,0,0,0,0,0
MRT,TTO,0,0,0,0,0
MRT,UKR,0,0,0,0,112
MRT,ARE,0,0,7,14,23
MRT,ZMB,0,0,27,0,0
MUS,AIA,0,0,0,0,0
MUS,ARG,0,0,0,0,0
MUS,AUS,1165,3173,10102,16338,16958
MUS,BHS,0,0,1,3,3
MUS,BLR,0,0,0,0,0
MUS,BLZ,0,0,0,0,0
MUS,BOL,0,0,0,0,0
MUS,BRA,2,0,1,3,4
MUS,BGR,0,0,0,0,0
MUS,CHN,0,0,0,0,4
MUS,COG,0,0,0,0,0
MUS,COK,0,0,0,1,2
MUS,CIV,2,4,5,1,38
MUS,HRV,0,0,0,0,0
MUS,CUB,2,2,2,2,6
MUS,CZE,0,0,0,0,4
MUS,DMA,0,0,0,0,0
MUS,EGY,0,0,0,0,11
MUS,GNQ,0,0,0,0,0
MUS,FRO,0,0,0,0,14
MUS,FJI,35,18,2,0,0
MUS,GUF,0,1,3,6,10
MUS,GEO,0,0,0,0,0
MUS,GRL,0,0,0,0,0
MUS,GLP,5,4,13,32,29
MUS,GUM,8,63,0,6,7
MUS,GNB,0,0,0,0,0
MUS,GUY,0,0,0,0,0
MUS,HTI,0,0,0,0,0
MUS,HKG,0,5,0,0,15
MUS,HUN,3,12,11,10,10
MUS,IRQ,0,0,0,0,0
MUS,IMN,0,0,0,0,0
MUS,JAM,0,0,4,51,0
MUS,LAO,0,0,0,0,0
MUS,LBN,0,0,0,0,0
MUS,LBY,0,0,0,0,0
MUS,LIE,0,0,0,0,0
MUS,MAC,0,0,0,0,0
MUS,MKD,1,1,2,61,71
MUS,MYT,0,0,0,0,0
MUS,FSM,16,15,8,0,0
MUS,MMR,0,0,0,0,0
MUS,NER,0,0,0,2,4
MUS,OMN,0,0,0,0,0
MUS,PHL,0,0,0,0,0
MUS,PRT,1,3,9,0,0
MUS,ROU,0,0,0,0,0
MUS,SHN,0,0,0,1,1
MUS,SLB,0,0,0,0,2
MUS,SOM,0,0,2,2,3
MUS,ZAF,2372,3279,4167,7605,3590
MUS,ESP,0,0,0,442,115
MUS,SWE,0,27,60,112,132
MUS,TWN,0,0,0,0,0
MUS,TZA,3,3,0,0,174
MUS,THA,0,0,0,0,0
MUS,TUV,0,0,0,0,0
MYT,ASM,0,0,0,0,0
MYT,AGO,0,0,0,0,0
MYT,AUT,0,0,0,0,0
MYT,BHS,0,0,0,0,0
MYT,BEN,0,0,0,0,0
MYT,BTN,0,0,0,0,0
MYT,BGR,0,0,0,0,0
MYT,BFA,0,0,0,0,0
MYT,KHM,0,0,0,0,0
MYT,COM,0,0,0,1031,1010
MYT,COK,0,0,0,0,0
MYT,CZE,0,0,0,0,0
MYT,EGY,0,0,0,0,0
MYT,FRO,0,0,0,0,0
MYT,FIN,0,0,0,0,0
MYT,GIB,0,0,0,0,0
MYT,GUM,0,0,0,0,0
MYT,GNB,0,0,0,0,0
MYT,IDN,0,0,0,0,0
MYT,IRN,0,0,0,0,0
MYT,IMN,0,0,0,0,0
MYT,KAZ,0,0,0,0,0
MYT,KEN,0,0,0,2,7
MYT,LVA,0,0,0,0,0
MYT,MKD,0,0,0,0,0
MYT,MWI,0,0,0,0,0
MYT,MDV,0,0,0,0,0
MYT,MRT,0,0,0,0,0
MYT,MYT,0,0,0,0,0
MYT,MNG,0,0,0,0,0
MYT,MSR,0,0,0,0,0
MYT,NRU,0,0,0,0,0
MYT,NIU,0,0,0,0,0
MYT,NFK,0,0,0,0,0
MYT,PLW,0,0,0,0,0
MYT,PAN,0,0,0,0,0
MYT,PNG,0,0,0,0,0
MYT,PRY,0,0,0,0,0
MYT,REU,0,0,0,0,0
MYT,ROU,0,0,0,0,0
MYT,SMR,0,0,0,0,0
MYT,SGP,0,0,0,0,0
MYT,SLB,0,0,0,0,0
MYT,ESP,0,0,0,0,0
MYT,LKA,0,0,0,0,0
MYT,SWZ,0,0,0,0,0
MYT,SWE,0,0,0,0,0
MYT,TWN,0,0,0,0,0
MYT,TJK,0,0,0,0,0
MYT,TZA,0,0,0,3,0
MYT,TGO,0,0,0,0,0
MYT,TKL,0,0,0,0,0
MYT,GBR,0,0,0,0,0
MYT,UZB,0,0,0,0,0
MYT,VUT,0,0,0,0,0
MYT,VIR,0,0,0,0,0
MYT,VGB,0,0,0,0,0
MYT,PSE,0,0,0,0,0
MYT,ZWE,0,0,0,0,0
MEX,AND,0,0,1,3,4
MEX,BEL,22,159,238,114,153
MEX,BMU,541,141,415,118,47
MEX,BTN,0,0,0,1,2
MEX,BWA,0,0,0,0,5
MEX,BRA,545,515,848,787,1258
MEX,CMR,120,135,108,359,302
MEX,CPV,0,0,0,0,0
MEX,COD,0,14,9,6,5
MEX,CRI,528,518,781,1311,2329
MEX,CIV,0,0,0,1,0
MEX,HRV,19,20,35,0,17
MEX,CYP,2,6,9,13,29
MEX,DMA,3,2,2,4,6
MEX,DOM,123,582,1020,1523,2118
MEX,EGY,2,13,24,12,74
MEX,FRO,0,0,0,0,14
MEX,FLK,0,0,0,0,0
MEX,GUF,0,0,2,4,7
MEX,DEU,392,242,205,2400,1778
MEX,GHA,2,0,0,0,0
MEX,GRD,4,2,0,4,8
MEX,GNB,0,0,0,0,0
MEX,GUY,34,100,100,27,4
MEX,HTI,2,5,6,9,12
MEX,IND,257,374,23,634,581
MEX,IDN,6,3,4,4,4
MEX,IRQ,0,0,0,0,0
MEX,JPN,2,31,69,722,1572
MEX,XKX,0,0,0,0,0
MEX,KWT,0,0,1,17,16
MEX,LAO,0,0,0,0,0
MEX,LBN,0,0,0,2,10
MEX,LSO,0,1,2,4,0
MEX,LTU,0,0,0,0,2
MEX,MWI,2,2,0,0,0
MEX,MYS,3,124,371,1193,4064
MEX,MTQ,3,6,6,12,14
MEX,MYT,0,0,0,2,3
MEX,MCO,1,1,8,10,11
MEX,MNG,0,0,0,0,0
MEX,MSR,0,0,0,0,0
MEX,MAR,1,0,0,0,0
MEX,NRU,0,0,0,0,0
MEX,ANT,36,32,28,8,33
MEX,NIC,349,589,662,710,849
MEX,NFK,0,0,0,0,0
MEX,PHL,2,27,10,37,105
MEX,POL,1,0,37,73,124
MEX,RWA,0,0,0,0,0
MEX,WSM,0,0,0,0,0
MEX,SMR,0,0,0,0,0
MEX,SEN,0,0,0,0,0
MEX,SLE,0,0,0,0,0
MEX,SVN,6,6,10,12,5
MEX,SOM,3,8,3,23,6
MEX,ZAF,31,56,81,37,122
MEX,VCT,0,0,0,3,5
MEX,SYR,0,1,1,1,2
MEX,TWN,0,0,0,1,7
MEX,THA,4,0,20,40,136
MEX,TKL,0,0,0,0,0
MEX,TON,0,0,0,0,0
MEX,UGA,0,0,13,29,0
MEX,GBR,75,4,0,0,4
MEX,URY,139,115,83,85,347
MEX,VEN,1278,1525,2472,2888,3118
MEX,WLF,0,0,0,0,0
FSM,AND,0,0,0,0,0
FSM,ARM,0,0,0,0,0
FSM,AUT,8,3,15,6,0
FSM,BHS,0,0,0,0,0
FSM,BHR,0,0,0,10,15
FSM,BGD,0,0,0,0,0
FSM,BMU,0,0,0,0,0
FSM,BTN,0,0,0,0,0
FSM,BWA,0,0,0,8,6
FSM,BRA,7,0,0,2,2
FSM,BFA,0,0,0,0,0
FSM,KHM,0,0,0,0,0
FSM,CAN,0,0,0,12,15
FSM,CAF,0,0,0,0,0
FSM,COK,0,2,4,2,0
FSM,DMA,0,0,0,0,0
FSM,DOM,1,1,0,0,0
FSM,EGY,0,0,0,10,0
FSM,EST,0,0,0,0,0
FSM,FRA,1,0,0,0,2
FSM,GUF,0,0,0,0,0
FSM,GHA,0,0,0,0,0
FSM,ISL,0,0,0,0,0
FSM,ISR,0,0,0,0,0
FSM,JPN,0,2,5,46,83
FSM,KAZ,0,0,0,0,0
FSM,KEN,0,0,0,0,0
FSM,LTU,0,0,0,0,0
FSM,LUX,0,0,0,0,0
FSM,MLT,0,0,0,0,0
FSM,MCO,0,0,0,0,0
FSM,MNG,0,0,0,0,0
FSM,MSR,0,0,0,0,0
FSM,NRU,5,0,0,0,0
FSM,NIC,0,0,0,0,0
FSM,PLW,105,142,191,314,325
FSM,PAN,0,0,0,0,0
FSM,PNG,4,9,9,7,5
FSM,REU,0,0,0,0,0
FSM,WSM,12,27,22,0,13
FSM,SAU,0,0,0,0,0
FSM,SRB,0,0,0,0,0
FSM,SVN,0,0,0,0,0
FSM,SOM,0,0,0,0,0
FSM,ESP,0,0,0,0,11
FSM,CHE,26,105,7343,182,0
FSM,SYR,0,0,0,0,0
FSM,TON,0,0,14,34,20
FSM,TUN,0,0,0,0,0
FSM,TKM,0,0,0,0,0
FSM,UKR,0,0,0,0,0
FSM,VEN,0,0,0,1,0
FSM,VIR,0,0,0,0,1
MDA,AGO,3,1,0,0,0
MDA,ARM,0,0,0,668,3515
MDA,CPV,0,0,0,0,0
MDA,CAF,1,0,1,0,0
MDA,CHI,0,0,0,0,0
MDA,CHN,6,5,0,4,5
MDA,COL,0,1,2,2,3
MDA,COD,2,9,6,4,3
MDA,COK,0,0,0,0,0
MDA,CRI,0,0,0,1,3
MDA,CIV,0,1,2,2,0
MDA,DJI,0,0,0,0,0
MDA,DMA,0,0,0,0,0
MDA,DOM,0,2,3,5,7
MDA,FRO,0,0,0,0,3
MDA,FLK,0,0,0,0,0
MDA,FRA,1546,563,240,3,2608
MDA,GRD,0,0,0,0,0
MDA,HKG,17,43,0,51,53
MDA,HUN,1392,3796,3462,3007,2860
MDA,ISR,4519,5369,8788,17400,31325
MDA,KEN,0,0,0,0,0
MDA,PRK,0,0,0,0,0
MDA,KWT,1,6,0,7,7
MDA,LVA,0,0,0,4212,2392
MDA,LBY,0,10,25,37,44
MDA,LIE,0,0,0,0,0
MDA,MDV,0,0,0,0,0
MDA,MRT,0,0,0,0,0
MDA,MEX,40,42,5,28,8
MDA,FSM,1,1,0,0,0
MDA,MNE,0,0,0,0,0
MDA,MOZ,0,0,4,6,0
MDA,NAM,0,0,0,0,0
MDA,NFK,0,0,0,0,0
MDA,PAK,1,4,3,2,2
MDA,PER,0,0,1,5,4
MDA,PRI,0,0,0,0,0
MDA,QAT,10,181,454,64,1230
MDA,REU,0,0,0,0,1
MDA,SAU,0,2,10,27,29
MDA,SRB,0,0,0,0,0
MDA,SCG,6,6,11,8,29
MDA,SLB,0,0,0,0,0
MDA,SOM,0,0,0,0,0
MDA,ESP,7,12,20,79,1833
MDA,SDN,0,0,0,0,0
MDA,TZA,0,0,0,0,0
MDA,THA,0,0,0,0,2
MDA,TKL,0,0,0,0,0
MDA,TON,0,0,0,0,0
MDA,TKM,0,0,0,2608,1912
MDA,UKR,139233,153206,169151,186983,165126
MDA,GBR,552,442,310,232,180
MDA,VNM,0,0,0,0,0
MDA,WLF,0,0,0,0,0
MDA,YEM,46,57,71,88,103
MDA,ZMB,0,0,3,0,0
MDA,ZWE,3,4,3,3,3
MCO,ARG,0,3,6,22,0
MCO,BHS,0,0,0,0,0
MCO,BHR,0,0,0,0,0
MCO,BLR,0,0,0,0,0
MCO,BEN,0,0,0,0,0
MCO,BMU,0,0,0,0,0
MCO,BTN,0,0,0,0,0
MCO,BRN,0,0,0,0,0
MCO,CAF,0,0,0,0,0
MCO,CHL,3,0,0,4,9
MCO,COG,0,0,0,0,0
MCO,CUB,0,0,0,0,0
MCO,CZE,0,0,0,0,2
MCO,DMA,0,0,0,0,0
MCO,FRO,0,0,0,0,0
MCO,FIN,0,1,3,1,2
MCO,GMB,0,0,0,0,0
MCO,GRC,0,0,0,2,7
MCO,GRL,0,0,0,0,0
MCO,HKG,0,0,0,0,0
MCO,IDN,13,8,8,10,9
MCO,IRN,0,0,0,0,0
MCO,IRQ,0,0,0,0,0
MCO,KAZ,0,0,0,0,0
MCO,PRK,0,0,0,0,0
MCO,KOR,0,0,0,0,0
MCO,LAO,0,0,0,0,0
MCO,LBR,0,0,0,0,0
MCO,LIE,0,0,0,0,0
MCO,MDG,0,0,0,0,0
MCO,MUS,0,0,0,0,0
MCO,MEX,0,0,0,0,3
MCO,MMR,3,3,3,4,3
MCO,NAM,0,0,0,1,1
MCO,NRU,0,0,0,0,0
MCO,NZL,0,0,4,3,0
MCO,NIC,0,0,0,0,0
MCO,MNP,0,0,0,0,0
MCO,PNG,0,0,0,0,0
MCO,RUS,0,0,0,0,0
MCO,SMR,0,0,0,0,0
MCO,SYC,0,0,0,0,0
MCO,SLE,0,0,0,0,0
MCO,SGP,0,0,0,0,0
MCO,SLB,0,0,0,0,0
MCO,ZAF,4420,2408,307,2,12
MCO,SWZ,0,0,0,0,0
MCO,SYR,0,0,0,0,0
MCO,THA,10,20,57,100,325
MCO,TGO,0,0,0,0,0
MCO,TTO,0,0,0,0,0
MCO,TKM,0,0,0,0,0
MCO,ARE,0,0,0,0,0
MCO,USA,388,2,1077,334,4
MCO,URY,0,0,0,0,0
MCO,UZB,0,0,0,0,0
MCO,VUT,0,0,0,0,0
MCO,VIR,0,0,0,0,0
MCO,VGB,0,0,0,0,0
MNG,AFG,0,0,0,0,0
MNG,ASM,0,0,0,0,0
MNG,BLR,0,0,0,0,0
MNG,BOL,0,0,0,0,1
MNG,BIH,0,0,0,0,0
MNG,BFA,0,0,0,0,0
MNG,COM,0,0,0,0,0
MNG,COG,0,0,0,0,0
MNG,COK,0,0,0,0,0
MNG,CRI,0,1,0,1,3
MNG,CIV,0,0,0,0,0
MNG,HRV,0,0,0,14,2
MNG,CYP,4,13,22,32,0
MNG,DNK,0,0,2,2,14
MNG,DOM,0,0,2,3,4
MNG,GNQ,0,0,0,0,0
MNG,EST,0,0,0,0,59
MNG,FLK,0,0,0,0,0
MNG,FJI,0,0,0,0,0
MNG,GHA,0,0,0,0,0
MNG,GUM,0,0,0,0,0
MNG,GTM,0,0,0,0,0
MNG,HKG,0,0,0,0,6
MNG,IRQ,3,2,1,0,0
MNG,ITA,3,4,5,28,57
MNG,LBN,0,0,0,1,6
MNG,LSO,0,0,0,0,0
MNG,LTU,0,0,0,0,69
MNG,MAC,0,0,0,0,0
MNG,MHL,0,0,0,0,0
MNG,MYT,0,0,0,0,0
MNG,MEX,0,0,0,0,6
MNG,MNG,0,0,0,0,0
MNG,NRU,0,0,0,0,0
MNG,NPL,0,0,0,0,0
MNG,NLD,0,0,0,0,294
MNG,NIC,0,0,0,0,0
MNG,PAN,0,0,0,0,2
MNG,PHL,0,0,0,0,0
MNG,QAT,0,0,0,2,9
MNG,REU,0,0,0,0,0
MNG,RWA,0,0,0,0,0
MNG,SAU,0,0,0,2,3
MNG,SEN,0,0,0,0,0
MNG,SOM,0,0,0,0,0
MNG,VCT,0,0,0,0,0
MNG,SWE,0,0,3,7,39
MNG,TJK,0,0,0,0,0
MNG,TZA,0,0,0,0,0
MNG,TLS,0,0,0,0,0
MNG,TTO,0,0,0,0,0
MNG,TUR,0,1,2,3,191
MNG,TKM,0,0,0,0,0
MNG,ARE,0,0,1,2,3
MNG,URY,0,0,0,0,0
MNG,VUT,0,0,0,0,0
MNG,PSE,0,0,0,0,1
MNE,AFG,0,0,0,0,0
MNE,DZA,0,0,0,0,0
MNE,ASM,0,0,0,0,0
MNE,AGO,0,0,0,0,0
MNE,AUS,0,0,0,0,0
MNE,BHR,0,0,0,0,0
MNE,BLR,0,0,0,0,0
MNE,BEL,0,0,0,0,0
MNE,BLZ,0,0,0,0,0
MNE,BMU,0,0,0,0,0
MNE,BIH,0,0,0,0,0
MNE,BGR,0,0,0,0,0
MNE,CAN,0,0,0,0,0
MNE,CPV,0,0,0,0,0
MNE,COM,0,0,0,0,0
MNE,CZE,0,0,0,0,0
MNE,DNK,0,0,0,0,0
MNE,ERI,0,0,0,0,0
MNE,GAB,0,0,0,0,0
MNE,DEU,0,0,0,0,0
MNE,GTM,0,0,0,0,0
MNE,HND,0,0,0,0,0
MNE,ITA,0,0,0,0,0
MNE,KWT,0,0,0,0,0
MNE,LUX,0,0,0,0,0
MNE,MYS,0,0,0,0,0
MNE,MLI,0,0,0,0,0
MNE,MTQ,0,0,0,0,0
MNE,MUS,0,0,0,0,0
MNE,MYT,0,0,0,0,0
MNE,MEX,0,0,0,0,0
MNE,FSM,0,0,0,0,0
MNE,NRU,0,0,0,0,0
MNE,ANT,0,0,0,0,0
MNE,NZL,0,0,0,0,0
MNE,NFK,0,0,0,0,0
MNE,PLW,0,0,0,0,0
MNE,PRT,0,0,0,0,0
MNE,ROU,0,0,0,0,0
MNE,RWA,0,0,0,0,0
MNE,SYC,0,0,0,0,0
MNE,KNA,0,0,0,0,0
MNE,VCT,0,0,0,0,0
MNE,SWZ,0,0,0,0,0
MNE,SYR,0,0,0,0,0
MNE,TGO,0,0,0,0,0
MNE,TKL,0,0,0,0,0
MNE,TTO,0,0,0,0,0
MNE,TUR,0,0,0,0,0
MNE,TKM,0,0,0,0,0
MNE,UGA,0,0,0,0,0
MNE,USA,0,0,0,0,0
MNE,VNM,0,0,0,0,0
MNE,VIR,0,0,0,0,0
MNE,VGB,0,0,0,0,0
MNE,WLF,0,0,0,0,0
MNE,YEM,0,0,0,0,0
MSR,AFG,0,0,0,0,0
MSR,AIA,3,5,8,15,26
MSR,ATG,284,403,617,878,642
MSR,ABW,17,16,16,8,10
MSR,BGD,0,0,0,0,0
MSR,BLR,0,0,0,0,0
MSR,BRA,0,0,0,0,0
MSR,BDI,0,0,0,0,0
MSR,CAN,3,30,59,438,593
MSR,CPV,0,0,0,0,0
MSR,CHI,0,0,0,0,0
MSR,COL,0,0,0,0,0
MSR,COD,0,0,0,0,0
MSR,COK,0,0,0,0,0
MSR,DMA,16,52,90,63,92
MSR,GNQ,0,0,0,0,0
MSR,ERI,0,0,0,0,0
MSR,FIN,0,0,0,0,0
MSR,PYF,0,0,0,0,0
MSR,GHA,0,0,0,0,0
MSR,GIB,0,0,0,0,0
MSR,GRC,0,0,0,0,0
MSR,GNB,0,0,0,0,0
MSR,HND,0,0,0,0,0
MSR,IRL,0,0,0,0,3
MSR,LSO,0,0,0,0,0
MSR,LTU,0,0,0,0,0
MSR,MAC,0,0,0,0,0
MSR,MWI,0,0,0,0,0
MSR,MLT,0,0,0,0,0
MSR,MUS,0,0,0,0,0
MSR,MYT,0,0,0,0,0
MSR,MCO,0,0,0,0,0
MSR,MNE,0,0,0,0,0
MSR,MSR,0,0,0,0,0
MSR,MMR,0,0,0,0,0
MSR,NAM,0,0,0,0,0
MSR,NRU,0,0,0,0,0
MSR,NPL,0,0,0,0,0
MSR,NZL,0,0,2,1,0
MSR,NER,0,0,0,0,0
MSR,NGA,0,0,0,0,0
MSR,NFK,0,0,0,0,0
MSR,MNP,0,0,0,0,0
MSR,PRI,13,37,53,22,497
MSR,SPM,0,0,0,0,0
MSR,SYC,0,0,0,0,0
MSR,SLB,0,0,0,0,0
MSR,SDN,0,0,0,0,0
MSR,CHE,0,0,0,0,0
MSR,TZA,0,0,0,0,0
MSR,TGO,0,0,0,0,0
MSR,TON,0,0,0,0,0
MSR,TCA,0,2,6,4,4
MSR,URY,0,0,0,0,0
MSR,ZWE,0,0,0,0,0
MAR,ARM,0,0,0,0,0
MAR,ABW,3,3,2,0,0
MAR,BHR,4,14,16,3,117
MAR,BGD,10,50,55,60,66
MAR,BRB,2,0,0,3,3
MAR,BLR,0,0,0,0,0
MAR,BRA,1206,319,675,2144,2432
MAR,CAN,584,3302,6145,15288,25307
MAR,CPV,0,0,0,0,0
MAR,CAF,0,0,0,19,6
MAR,COL,28,42,51,63,61
MAR,HRV,0,0,0,8,1
MAR,DJI,6,12,24,37,47
MAR,DOM,21,22,22,24,26
MAR,ECU,6,11,17,18,20
MAR,EST,0,0,0,0,0
MAR,PYF,31,152,390,412,14
MAR,GMB,0,0,0,0,0
MAR,GIN,0,0,0,5,18
MAR,GNB,0,0,0,0,0
MAR,HKG,9,84,0,0,231
MAR,IND,1495,6108,1777,2772,3051
MAR,IRN,1,3,10,23,19
MAR,IRQ,576,465,403,465,99
MAR,PRK,0,1,0,0,3
MAR,KOR,0,0,2,5,0
MAR,KWT,11,63,109,175,165
MAR,LSO,0,0,0,0,0
MAR,LBY,38,736,1870,2755,3298
MAR,LUX,48,74,251,1489,557
